table,scope,column,type,nullable,primary_key,reference,default,check,description
sync_acks,event,tenant_id,uuid,False,False,tenants,,,テナント境界
sync_acks,event,store_id,uuid,False,False,stores,,,店舗境界
sync_acks,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
sync_acks,event,device_id,uuid,False,False,devices,,,device_id
sync_acks,event,operator_session_id,uuid,False,False,operator_sessions,,,operator_session_id
sync_acks,event,applied_seq,bigint,False,False,,,applied_seq>=0,applied_seq
sync_acks,event,snapshot_token_hash,text,False,False,,,,snapshot_token_hash
sync_acks,event,last_seen_at,timestamptz,False,False,,,,last_seen_at
sync_acks,event,visibility,text,False,False,,,"visibility IN ('FOREGROUND', 'BACKGROUND')",visibility
sync_acks,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
sync_acks,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
sync_acks,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
notification_templates,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
notification_templates,store,tenant_id,uuid,False,False,tenants,,,テナント境界
notification_templates,store,store_id,uuid,False,False,stores,,,店舗境界
notification_templates,store,template_key,text,False,False,,,,template_key
notification_templates,store,locale,text,False,False,,,,locale
notification_templates,store,version,integer,False,False,,,version>0,version
notification_templates,store,body,text,False,False,,,,body
notification_templates,store,status,text,False,False,,'DRAFT',"status IN ('DRAFT', 'ACTIVE', 'ARCHIVED')",status
notification_templates,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
notification_templates,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
notification_jobs,event,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
notification_jobs,event,tenant_id,uuid,False,False,tenants,,,テナント境界
notification_jobs,event,store_id,uuid,False,False,stores,,,店舗境界
notification_jobs,event,event_id,uuid,False,False,events,,,日付跨ぎを含む営業ID
notification_jobs,event,outbox_event_id,uuid,True,False,outbox_events,,,outbox_event_id
notification_jobs,event,recipient_membership_id,uuid,True,False,memberships,,,recipient_membership_id
notification_jobs,event,recipient_customer_id,uuid,True,False,customers,,,recipient_customer_id
notification_jobs,event,channel,text,False,False,,,"channel IN ('IN_APP', 'PUSH', 'EMAIL', 'LINE', 'SMS')",channel
notification_jobs,event,dedup_key,text,False,False,,,,dedup_key
notification_jobs,event,status,text,False,False,,'QUEUED',"status IN ('QUEUED', 'SENT', 'FAILED', 'SUPPRESSED')",status
notification_jobs,event,scheduled_at,timestamptz,False,False,,,,scheduled_at
notification_jobs,event,attempts,integer,False,False,,0,attempts>=0,attempts
notification_jobs,event,provider_reference,text,True,False,,,,provider_reference
notification_jobs,event,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
notification_jobs,event,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
notification_jobs,event,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
integration_events,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
integration_events,store,tenant_id,uuid,False,False,tenants,,,テナント境界
integration_events,store,store_id,uuid,False,False,stores,,,店舗境界
integration_events,store,provider,text,False,False,,,,provider
integration_events,store,provider_account,text,False,False,,,,provider_account
integration_events,store,external_event_id,text,False,False,,,,external_event_id
integration_events,store,payload_hash,text,False,False,,,,payload_hash
integration_events,store,payload,jsonb,False,False,,,,payload
integration_events,store,status,text,False,False,,'RECEIVED',"status IN ('RECEIVED', 'PROCESSING', 'PROCESSED', 'FAILED', 'IGNORED')",status
integration_events,store,attempts,integer,False,False,,0,attempts>=0,attempts
integration_events,store,error_code,text,True,False,,,,error_code
integration_events,store,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
integration_events,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
integration_events,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
audit_logs,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
audit_logs,store,tenant_id,uuid,False,False,tenants,,,テナント境界
audit_logs,store,store_id,uuid,False,False,stores,,,店舗境界
audit_logs,store,actor_membership_id,uuid,True,False,memberships,,,actor_membership_id
audit_logs,store,device_id,uuid,True,False,devices,,,device_id
audit_logs,store,operator_session_id,uuid,True,False,operator_sessions,,,operator_session_id
audit_logs,store,action,text,False,False,,,,action
audit_logs,store,target_type,text,False,False,,,,target_type
audit_logs,store,target_id,uuid,False,False,,,,target_id
audit_logs,store,before_version,integer,True,False,,,,before_version
audit_logs,store,after_version,integer,True,False,,,,after_version
audit_logs,store,changes,jsonb,False,False,,,,必要な差分のみ。秘密・PIN・外部トークンを含めない
audit_logs,store,reason,text,True,False,,,,reason
audit_logs,store,trace_id,uuid,False,False,,,,trace_id
audit_logs,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
export_jobs,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
export_jobs,store,tenant_id,uuid,False,False,tenants,,,テナント境界
export_jobs,store,store_id,uuid,False,False,stores,,,店舗境界
export_jobs,store,requested_by,uuid,False,False,memberships,,,requested_by
export_jobs,store,report_kind,text,False,False,,,,report_kind
export_jobs,store,filters,jsonb,False,False,,,,filters
export_jobs,store,format,text,False,False,,,"format IN ('CSV', 'XLSX', 'PDF')",format
export_jobs,store,status,text,False,False,,'QUEUED',"status IN ('QUEUED', 'RUNNING', 'READY', 'FAILED', 'EXPIRED')",status
export_jobs,store,object_key,text,True,False,,,,object_key
export_jobs,store,expires_at,timestamptz,True,False,,,,expires_at
export_jobs,store,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
export_jobs,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
export_jobs,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
import_jobs,store,id,uuid,False,True,,gen_random_uuid(),,内部識別子。表示名とは独立
import_jobs,store,tenant_id,uuid,False,False,tenants,,,テナント境界
import_jobs,store,store_id,uuid,False,False,stores,,,店舗境界
import_jobs,store,requested_by,uuid,False,False,memberships,,,requested_by
import_jobs,store,source_system,text,False,False,,,,source_system
import_jobs,store,file_hash,text,False,False,,,,file_hash
import_jobs,store,status,text,False,False,,'UPLOADED',"status IN ('UPLOADED', 'VALIDATED', 'APPLYING', 'COMPLETED', 'FAILED')",status
import_jobs,store,mapping,jsonb,False,False,,,,mapping
import_jobs,store,validation_errors,jsonb,False,False,,,,validation_errors
import_jobs,store,operation_id,uuid,False,False,,,,operation_id
import_jobs,store,version,integer,False,False,,1,version > 0,楽観ロック用の更新版
import_jobs,store,created_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,サーバー作成時刻
import_jobs,store,updated_at,timestamptz,False,False,,CURRENT_TIMESTAMP,,更新時刻。更新処理が明示設定
